units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,ecologicalgroup,samples,sites
NISP,NA,pollen/spore,312,NA,Unidentified palynomorphs,pollen/spore,Indeterminable,UNID,1114,9
NISP,NA,pollen/spore,313,NA,Unidentified palynomorphs,pollen/spore,Unknown,UNID,831,12
NISP,NA,pollen/spore,905,NA,Unidentified palynomorphs,pollen/spore,Indeterminable undiff.,UNID,299,3
NISP,NA,pollen/spore,3713,NA,Unidentified palynomorphs,pollen/spore,Varia,UNID,868,13
NISP,NA,pollen/spore,34946,NA,Unidentified palynomorphs,pollen/spore,Indeterminable (broken),UNID,431,1
NISP,NA,pollen/spore,35429,NA,Unidentified palynomorphs,pollen/spore,Indeterminable (unknown),UNID,149,3
NISP,NA,pollen/spore,35430,NA,Unidentified palynomorphs,pollen/spore,Indeterminable (concealed),UNID,70,1
NISP,NA,pollen/spore,35431,NA,Unidentified palynomorphs,pollen/spore,Indeterminable (degraded),UNID,327,1
NISP,NA,pollen/spore,35432,NA,Unidentified palynomorphs,pollen/spore,Indeterminable (unidentified),UNID,63,1
NISP,NA,pollen/spore,35433,NA,Unidentified palynomorphs,pollen/spore,Indeterminable (crumpled),UNID,541,1
NISP,NA,quantity added,932,NA,Laboratory analyses,quantity added,Lycopodium spike,LABO,223,3
NISP,NA,spine,4865,NA,Vascular plants,spine,Stratiotes aloides,AQVP,1,1
NISP,NA,sporangium,677,NA,Vascular plants,sporangium,Pteridophyta,VACR,10,1
NISP,NA,spore,26,NA,Vascular plants,spore,Athyrium,VACR,13,1
NISP,NA,spore,33,NA,Vascular plants,spore,Botrychium,VACR,501,36
NISP,NA,spore,91,NA,Vascular plants,spore,Equisetum,VACR,470,26
NISP,NA,spore,108,NA,Vascular plants,spore,Polypodiophyta undiff.,VACR,91,1
NISP,NA,spore,139,NA,Vascular plants,spore,Isoëtes,AQVP,52,7
NISP,NA,spore,168,NA,Vascular plants,spore,Lycopodium annotinum,VACR,44,11
NISP,NA,spore,170,NA,Vascular plants,spore,Lycopodium clavatum,VACR,7,5
NISP,NA,spore,172,NA,Vascular plants,spore,Lycopodiella inundata,VACR,58,5
NISP,NA,spore,175,NA,Vascular plants,spore,Huperzia selago,VACR,59,20
NISP,NA,spore,202,NA,Algae,spore,Pediastrum,ALGA,38,1
NISP,NA,spore,234,NA,Vascular plants,spore,Polypodiaceae,VACR,54,2
NISP,NA,spore,235,NA,Vascular plants,spore,Polypodium-type,VACR,33,5
NISP,NA,spore,247,NA,Vascular plants,spore,Pteridium-type,VACR,4,2
NISP,NA,spore,286,NA,Vascular plants,spore,Selaginella,VACR,9,3
NISP,NA,spore,294,NA,Bryophytes,spore,Sphagnum,AQBR,735,31
NISP,NA,spore,313,NA,Unidentified palynomorphs,spore,Unknown,UNID,21,1
NISP,NA,spore,326,NA,Algae,spore,Botryococcus,ALGA,71,2
NISP,NA,spore,339,NA,Unidentified palynomorphs,spore,Unknown (trilete),UNID,474,11
NISP,NA,spore,348,NA,Unidentified palynomorphs,spore,Unknown (monolete),UNID,1190,12
NISP,NA,spore,504,NA,Vascular plants,spore,Gymnocarpium,VACR,61,5
NISP,NA,spore,508,NA,Vascular plants,spore,Ophioglossum,VACR,36,3
NISP,NA,spore,509,NA,Vascular plants,spore,Osmunda,VACR,114,2
NISP,NA,spore,512,NA,Vascular plants,spore,Thelypteris palustris-type,VACR,4,1
NISP,NA,spore,535,NA,Fungi,spore,Fungi,FUNG,1,1
NISP,NA,spore,573,NA,Vascular plants,spore,Athyrium filix-femina,VACR,360,19
NISP,NA,spore,605,NA,Vascular plants,spore,Cystopteris fragilis,VACR,68,16
NISP,NA,spore,613,NA,Vascular plants,spore,Dryopteris,VACR,117,5
NISP,NA,spore,650,NA,Vascular plants,spore,Lycopodium annotinum-type,VACR,2,2
NISP,NA,spore,676,NA,Vascular plants,spore,Polypodiophyta,VACR,77,2
NISP,NA,spore,677,NA,Vascular plants,spore,Pteridophyta,VACR,160,2
NISP,NA,spore,720,NA,Vascular plants,spore,Pteridium aquilinum,VACR,1881,31
NISP,NA,spore,750,NA,Vascular plants,spore,Selaginella selaginoides,VACR,480,28
NISP,NA,spore,799,NA,Vascular plants,spore,Polypodiophyta (monolete),VACR,1112,19
NISP,NA,spore,807,NA,Vascular plants,spore,Pteridium,VACR,602,12
NISP,NA,spore,835,NA,Vascular plants,spore,Polypodium,VACR,461,34
NISP,NA,spore,839,NA,Vascular plants,spore,Cystopteris-type,VACR,13,5
NISP,NA,spore,850,NA,Vascular plants,spore,Osmunda regalis,VACR,49,5
NISP,NA,spore,932,NA,Laboratory analyses,spore,Lycopodium spike,LABO,26,1
NISP,NA,spore,957,NA,Vascular plants,spore,Polypodiophyta (monolete) undiff.,VACR,16,1
NISP,NA,spore,958,NA,Vascular plants,spore,Polypodiophyta (trilete) undiff.,VACR,16,1
NISP,NA,spore,1068,NA,Vascular plants,spore,Botrychium-type,VACR,108,6
NISP,NA,spore,1092,NA,Vascular plants,spore,Adiantum-type,VACR,1,1
NISP,NA,spore,1109,NA,Fungi,spore,Tilletia sphagni,FUNG,324,2
NISP,NA,spore,1125,NA,Vascular plants,spore,Lycopodium clavatum-type,VACR,18,3
NISP,NA,spore,1179,NA,Vascular plants,spore,Lycopodiella,VACR,1,1
NISP,NA,spore,1180,NA,Vascular plants,spore,Lycopodiaceae,VACR,5,3
NISP,NA,spore,1243,NA,Bryophytes,spore,Bryophyta undiff.,UPBR,20,1
NISP,NA,spore,1265,NA,Vascular plants,spore,Polypodiophyta (trilete),VACR,41,4
NISP,NA,spore,1331,NA,Vascular plants,spore,Ophioglossum vulgatum,VACR,24,9
NISP,NA,spore,1343,NA,Bryophytes,spore,Riccia,AQBR,1,1
NISP,NA,spore,1345,NA,Vascular plants,spore,Dryopteris filix-mas-type,VACR,285,13
NISP,NA,spore,1348,NA,Vascular plants,spore,Asplenium,VACR,17,4
NISP,NA,spore,1370,NA,Vascular plants,spore,Thelypteris palustris,VACR,248,11
NISP,NA,spore,1488,NA,Algae,spore,Spirogyra,ALGA,30,2
NISP,NA,spore,1489,NA,Fungi,spore,Sporormiella,FUNG,356,6
NISP,NA,spore,1519,NA,Vascular plants,spore,Osmunda-type,VACR,138,2
NISP,NA,spore,1559,NA,Vascular plants,spore,cf. Botrychium,VACR,19,1
NISP,NA,spore,1615,NA,Vascular plants,spore,Hymenophyllum,VACR,2,1
NISP,NA,spore,1695,NA,Vascular plants,spore,Pteridophyta (trilete),VACR,116,2
NISP,NA,spore,1801,NA,Bryophytes,spore,Anthoceros laevis,UPBR,1,1
NISP,NA,spore,1890,NA,Vascular plants,spore,Asplenium-type,VACR,95,14
NISP,NA,spore,1949,NA,Vascular plants,spore,cf. Ophioglossum,VACR,1,1
NISP,NA,spore,2193,NA,Fungi,spore,Gelasinospora,FUNG,13,4
NISP,NA,spore,2277,NA,Bryophytes,spore,Hedwigia,UPBR,22,9
NISP,NA,spore,2299,NA,Vascular plants,spore,Polypodiaceae undiff.,VACR,124,1
NISP,NA,spore,2301,NA,Vascular plants,spore,Polypodium vulgare,VACR,60,4
NISP,NA,spore,2660,NA,Vascular plants,spore,Cryptogramma crispa,VACR,27,7
NISP,NA,spore,2662,NA,Vascular plants,spore,Diphasiastrum-type,VACR,4,3
NISP,NA,spore,2679,NA,Vascular plants,spore,Selaginella helvetica,VACR,11,1
NISP,NA,spore,3091,NA,Algae,spore,Zygnema,ALGA,10,2
NISP,NA,spore,3114,NA,Vascular plants,spore,Pteridophyta (monolete),VACR,54,1
NISP,NA,spore,3141,NA,Vascular plants,spore,Pteridophyta (trilete) undiff.,VACR,256,10
NISP,NA,spore,3401,NA,Vascular plants,spore,Dryopteris filix-mas,VACR,131,9
NISP,NA,spore,3429,NA,Vascular plants,spore,Thelypteris,VACR,8,1
NISP,NA,spore,3716,NA,Bryophytes,spore,cf. Sphagnum,PLNT,3,1
NISP,NA,spore,4985,NA,Vascular plants,spore,cf. Athyrium,VACR,1,1
NISP,NA,spore,4988,NA,Vascular plants,spore,Botrychium lunaria-type,VACR,30,3
NISP,NA,spore,4989,NA,Vascular plants,spore,Blechnum spicant,VACR,24,2
NISP,NA,spore,5011,NA,Vascular plants,spore,Lycopodium,VACR,68,3
NISP,NA,spore,5024,NA,Vascular plants,spore,Polypodium vulgare-type,VACR,8,2
NISP,NA,spore,5027,NA,Vascular plants,spore,Polystichum-type,VACR,8,6
NISP,NA,spore,5030,NA,Vascular plants,spore,Pteridophyta (monolete) undiff.,VACR,1631,13
NISP,NA,spore,5033,NA,Vascular plants,spore,Selaginella helvetica-type,VACR,20,8
NISP,NA,spore,5034,NA,Vascular plants,spore,Selaginella selaginoides-type,VACR,5,2
NISP,NA,spore,5039,NA,Bryophytes,spore,cf. Bryophyta,PLNT,2,1
NISP,NA,spore,5142,NA,Algae,spore,Tetraëdron,ALGA,2,1
NISP,NA,spore,5406,NA,Bryophytes,spore,Polytrichum,AQBR,4,1
NISP,NA,spore,5415,NA,Fungi,spore,Diporotheca,FUNG,18,3
NISP,NA,spore,5470,NA,Fungi,spore,Glomus,FUNG,118,7
NISP,NA,spore,5559,NA,Vascular plants,spore,Dryopteris dilatata-type,VACR,10,4
NISP,NA,spore,9541,NA,Vascular plants,spore,Polypodiales (monolete),VACR,421,3
NISP,NA,spore,9542,NA,Vascular plants,spore,Polypodiales (trilete),VACR,25,1
NISP,NA,spore,15671,NA,Unidentified palynomorphs,spore,Unknown (pre-Quaternary),ANAC,15,1
NISP,NA,spore,23130,NA,Fungi,spore,Podospora,FUNG,1,1
NISP,NA,spore,24696,NA,Fungi,spore,Sordaria,FUNG,2,1
NISP,NA,spore,25917,NA,Fungi,spore,Neurospora,FUNG,2,1
NISP,NA,spore,25931,NA,Fungi,spore,Ustulina,FUNG,12,3
NISP,NA,spore,27453,NA,Vascular plants,spore,"Polypodiophyta undiff. (monolete, without perine)",VACR,21,1
NISP,NA,spore,27591,NA,Fungi,spore,Cercophora-type,FUNG,100,4
NISP,NA,spore,27598,NA,Fungi,spore,Podospora-type,FUNG,50,3
NISP,NA,spore,27614,NA,Fungi,spore,Ustulina deusta,FUNG,8,3
NISP,NA,spore,27652,NA,Fungi,spore,Zopfiella,FUNG,4,1
NISP,NA,spore,29127,NA,Algae,spore,Botryococcaceae,ALGA,72,2
NISP,NA,spore,29967,NA,Bryophytes,spore,Bryidae,UPBR,4,1
NISP,NA,spore,30479,NA,Fungi,spore,Cercophora,FUNG,16,1
NISP,NA,spore,30993,NA,Algae,spore,Rivulariaceae,ALGA,38,2
NISP,NA,spore,32718,NA,Vascular plants,spore,Dryopteris cf. D. cristata,VACR,1,1
NISP,NA,spore,32720,NA,Vascular plants,spore,Dryopteris/Thelypteris,VACR,2,1
NISP,NA,spore,33341,NA,Vascular plants,spore,Ophioglossum lusitanicum,VACR,4,2
NISP,NA,spore,33343,NA,Vascular plants,spore,Ophioglossum vulgatum-type,VACR,3,2
NISP,NA,spore,33468,NA,Vascular plants,spore,Asplenium scolopendrium-type,VACR,1,1
NISP,NA,spore,33622,NA,Vascular plants,spore,Polystichum lonchitis,VACR,2,1
NISP,NA,spore,34272,NA,Fungi,spore,Gelasinospora retispora,FUNG,1,1
NISP,NA,spore,34413,NA,Bryophytes,spore,Aspiromitus punctatus,UPBR,2,1
NISP,NA,spore,37440,NA,Vascular plants,spore,Monoletes,PTER,91,4
NISP,NA,spore,37441,NA,Vascular plants,spore,Triletes,PTER,81,3
NISP,NA,spore,38489,NA,Fungi,spore,Tetraploa scheueri,FUNG,4,1
NISP,NA,spore,41055,NA,Vascular plants,spore,cf. Trichomanes,VACR,2,1
NISP,NA,stomate,1,NA,Vascular plants,stomate,Abies,TRSH,178,8
NISP,NA,stomate,153,NA,Vascular plants,stomate,Larix,TRSH,329,13
NISP,NA,stomate,210,NA,Vascular plants,stomate,Picea,TRSH,163,7
NISP,NA,stomate,312,NA,Unidentified palynomorphs,stomate,Indeterminable,UNID,28,2
NISP,NA,stomate,385,NA,Vascular plants,stomate,Pinus,TRSH,444,18
NISP,NA,stomate,983,NA,Vascular plants,stomate,Juniperus,TRSH,61,12
NISP,NA,stomate,1943,NA,Vascular plants,stomate,Coniferae undiff.,TRSH,3,1
NISP,NA,stomate,1944,NA,Vascular plants,stomate,Coniferae,TRSH,143,3
NISP,NA,stomate,2897,NA,Vascular plants,stomate,Calluna vulgaris,TRSH,1,1
NISP,NA,stomate,9095,NA,Plants undiff.,stomate,Plantae,PLNT,2,2
NISP,NA,stomate,31591,NA,Vascular plants,stomate,cf. Calluna,TRSH,1,1
NISP,NA,test,559,NA,Testate amoebae,test,Amphitrema,TEAM,27,1
NISP,NA,test,570,NA,Testate amoebae,test,Assulina,TEAM,81,2
NISP,NA,test,571,NA,Testate amoebae,test,Assulina muscorum,TEAM,340,2
NISP,NA,test,572,NA,Testate amoebae,test,Assulina seminulum,TEAM,240,1
NISP,NA,test,620,NA,Foraminifera,test,Foraminifera,FORM,47,1
NISP,NA,test,1189,NA,Testate amoebae,test,Arcella,TEAM,123,2
NISP,NA,test,28043,NA,Testate amoebae,test,Archerella flavum,TEAM,95,1
NISP,NA,tracheid,9534,NA,Vascular plants,tracheid,Tracheophyta,VASC,33,1
NISP,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,354,1
NISP,NA,zygospore,5123,NA,Algae,zygospore,Mougeotia,ALGA,1,1
cm^3,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,210,2
count,NA,particle,34286,NA,Charcoal,particle,Spheroidal carbonaceous particle,CHAR,354,1
g,NA,mass,276,NA,Laboratory analyses,mass,Sample quantity,LABO,132,2
grains/g,NA,concentration,63,NA,Laboratory analyses,concentration,Pollen concentration,LABO,137,1
grains/tablet,NA,concentration,97,NA,Laboratory analyses,concentration,Eucalyptus tablets,LABO,161,1
grains/tablet,NA,concentration,930,NA,Laboratory analyses,concentration,Lycopodium tablets,LABO,2509,24
grains/tablet,NA,concentration,2635,NA,Laboratory analyses,concentration,Spike tablets,LABO,104,2
l,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,94,1
mg,NA,mass,276,NA,Laboratory analyses,mass,Sample quantity,LABO,323,5
ml,NA,quantity added,96,NA,Laboratory analyses,quantity added,Eucalyptus suspension,LABO,164,1
ml,NA,volume,276,NA,Laboratory analyses,volume,Sample quantity,LABO,2692,32
mm^2/cm^2/yr,NA,>10 µm,1062,NA,Charcoal,>10 µm,Charcoal,CHAR,471,2
mm^2/ml,NA,>10 µm,1062,NA,Charcoal,>10 µm,Charcoal,CHAR,471,2
number,NA,>10 µm,1062,NA,Charcoal,>10 µm,Charcoal,CHAR,75,1
number,NA,counted,95,NA,Laboratory analyses,counted,Eucalyptus spike,LABO,161,1
number,NA,counted,932,NA,Laboratory analyses,counted,Lycopodium spike,LABO,2472,21
number,NA,counted,1305,NA,Laboratory analyses,counted,Spike,LABO,261,6
number,NA,counted,5508,NA,Laboratory analyses,counted,Transects across slide,LABO,322,5
number,NA,quantity added,97,NA,Laboratory analyses,quantity added,Eucalyptus tablets,LABO,161,1
number,NA,quantity added,930,NA,Laboratory analyses,quantity added,Lycopodium tablets,LABO,2509,24
number/ml,NA,concentration,96,NA,Laboratory analyses,concentration,Eucalyptus suspension,LABO,214,1
particles,NA,>10 µm,1062,NA,Charcoal,>10 µm,Charcoal,CHAR,72,1
particles/cm^2/yr,NA,>10 µm,1062,NA,Charcoal,>10 µm,Charcoal,CHAR,469,4
particles/ml,NA,>10 µm,1062,NA,Charcoal,>10 µm,Charcoal,CHAR,469,4
particles/ml,NA,concentration,1062,NA,Charcoal,concentration,Charcoal,CHAR,75,1
