"","units","context","element","taxonid","symmetry","taxongroup","elementtype","variablename","ecologicalgroup","samples","sites"
"267","NISP","DIAT","valve",11155,NA,"Diatoms","valve","Melosira italica var. valida","DIAT",6,6
"268","NISP","DIAT","valve",11156,NA,"Diatoms","valve","Melosira lirata","DIAT",38,38
"269","NISP","DIAT","valve",11157,NA,"Diatoms","valve","Melosira lirata var. lacustris","DIAT",10,10
"270","NISP","DIAT","valve",11159,NA,"Diatoms","valve","Melosira perglabra var. floriniae","DIAT",12,12
"271","NISP","DIAT","valve",11160,NA,"Diatoms","valve","Melosira distans var. tenella","DIAT",40,40
"272","NISP","DIAT","valve",11162,NA,"Diatoms","valve","Melosira perglabra","DIAT",5,5
"273","NISP","DIAT","valve",11164,NA,"Diatoms","valve","Melosira distans var. nivaloides","DIAT",35,35
"274","NISP","DIAT","valve",11165,NA,"Diatoms","valve","Melosira nygaardii","DIAT",19,19
"275","NISP","DIAT","valve",11169,NA,"Diatoms","valve","Melosira distans var. 1 PIRLA","DIAT",4,4
"276","NISP","DIAT","valve",11170,NA,"Diatoms","valve","Melosira distans var. nivalis","DIAT",11,11
"277","NISP","DIAT","valve",11175,NA,"Diatoms","valve","Melosira lirata fo. biseriata","DIAT",2,2
"278","NISP","DIAT","valve",11180,NA,"Diatoms","valve","Melosira italica subsp. subarctica fo. tenuissima","DIAT",17,17
"279","NISP","DIAT","valve",11181,NA,"Diatoms","valve","Melosira distans vars.","DIAT",34,34
"280","NISP","DIAT","valve",11201,NA,"Diatoms","valve","Melosira italica var. tenuissima","DIAT",6,6
"281","NISP","DIAT","valve",11207,NA,"Diatoms","valve","Melosira spp.","DIAT",2,2
"282","NISP","DIAT","valve",11213,NA,"Diatoms","valve","Meridion circulare","DIAT",5,5
"283","NISP","DIAT","valve",11214,NA,"Diatoms","valve","Meridion circulare var. constrictum","DIAT",4,4
"284","NISP","DIAT","valve",11217,NA,"Diatoms","valve","Navicula arvensis","DIAT",6,6
"285","NISP","DIAT","valve",11221,NA,"Diatoms","valve","Navicula bremensis","DIAT",5,5
"286","NISP","DIAT","valve",11224,NA,"Diatoms","valve","Navicula cocconeiformis","DIAT",7,7
"287","NISP","DIAT","valve",11227,NA,"Diatoms","valve","Navicula cryptocephala","DIAT",5,5
"288","NISP","DIAT","valve",11232,NA,"Diatoms","valve","Navicula explanata","DIAT",4,4
"289","NISP","DIAT","valve",11236,NA,"Diatoms","valve","Navicula gysingensis","DIAT",2,2
"290","NISP","DIAT","valve",11244,NA,"Diatoms","valve","Navicula laevissima","DIAT",2,2
"291","NISP","DIAT","valve",11245,NA,"Diatoms","valve","Navicula laterostrata","DIAT",1,1
"292","NISP","DIAT","valve",11246,NA,"Diatoms","valve","Navicula globosa","DIAT",5,5
"293","NISP","DIAT","valve",11248,NA,"Diatoms","valve","Navicula mediocris","DIAT",6,6
"294","NISP","DIAT","valve",11249,NA,"Diatoms","valve","Navicula minima","DIAT",15,15
"295","NISP","DIAT","valve",11251,NA,"Diatoms","valve","Navicula mutica","DIAT",2,2
"296","NISP","DIAT","valve",11259,NA,"Diatoms","valve","Navicula pupula","DIAT",20,20
"297","NISP","DIAT","valve",11262,NA,"Diatoms","valve","Navicula pupula var. rectangularis","DIAT",3,3
"298","NISP","DIAT","valve",11264,NA,"Diatoms","valve","Navicula radiosa","DIAT",10,10
"299","NISP","DIAT","valve",11265,NA,"Diatoms","valve","Navicula radiosa var. parva","DIAT",14,14
"300","NISP","DIAT","valve",11266,NA,"Diatoms","valve","Navicula radiosa var. tenella","DIAT",6,6
"301","NISP","DIAT","valve",11275,NA,"Diatoms","valve","Navicula seminuloides","DIAT",15,15
"302","NISP","DIAT","valve",11276,NA,"Diatoms","valve","Navicula seminulum","DIAT",14,14
"303","NISP","DIAT","valve",11283,NA,"Diatoms","valve","Navicula submolesta","DIAT",3,3
"304","NISP","DIAT","valve",11287,NA,"Diatoms","valve","Navicula subtilissima","DIAT",8,8
"305","NISP","DIAT","valve",11289,NA,"Diatoms","valve","Navicula tridentula","DIAT",1,1
"306","NISP","DIAT","valve",11292,NA,"Diatoms","valve","Navicula vitiosa","DIAT",14,14
"307","NISP","DIAT","valve",11294,NA,"Diatoms","valve","Navicula viridula var. linearis","DIAT",1,1
"308","NISP","DIAT","valve",11296,NA,"Diatoms","valve","Navicula cf. heimansii","DIAT",7,7
"309","NISP","DIAT","valve",11311,NA,"Diatoms","valve","Navicula tantula","DIAT",1,1
"310","NISP","DIAT","valve",11319,NA,"Diatoms","valve","Navicula confervacea","DIAT",1,1
"311","NISP","DIAT","valve",11321,NA,"Diatoms","valve","Navicula sp. 13 PIRLA","DIAT",1,1
"312","NISP","DIAT","valve",11327,NA,"Diatoms","valve","Navicula sp. 23 PIRLA","DIAT",1,1
"313","NISP","DIAT","valve",11329,NA,"Diatoms","valve","Navicula sp. 25 PIRLA","DIAT",1,1
"314","NISP","DIAT","valve",11332,NA,"Diatoms","valve","Navicula modica","DIAT",16,16
"315","NISP","DIAT","valve",11337,NA,"Diatoms","valve","Navicula sp. 14 PIRLA","DIAT",1,1
"316","NISP","DIAT","valve",11339,NA,"Diatoms","valve","Navicula disjuncta","DIAT",8,8
"317","NISP","DIAT","valve",11342,NA,"Diatoms","valve","Navicula sp. 2 PIRLA","DIAT",2,2
"318","NISP","DIAT","valve",11351,NA,"Diatoms","valve","Navicula vulpina","DIAT",4,4
"319","NISP","DIAT","valve",11352,NA,"Diatoms","valve","Navicula bacillum","DIAT",2,2
"320","NISP","DIAT","valve",11355,NA,"Diatoms","valve","Navicula rhynchocephala","DIAT",9,9
"321","NISP","DIAT","valve",11368,NA,"Diatoms","valve","Navicula aurora","DIAT",2,2
"322","NISP","DIAT","valve",11447,NA,"Diatoms","valve","Navicula contenta","DIAT",1,1
"323","NISP","DIAT","valve",11451,NA,"Diatoms","valve","Navicula americana","DIAT",1,1
"324","NISP","DIAT","valve",11454,NA,"Diatoms","valve","Navicula cf. capitata","DIAT",1,1
"325","NISP","DIAT","valve",11456,NA,"Diatoms","valve","Navicula cuspidata","DIAT",3,3
"326","NISP","DIAT","valve",11461,NA,"Diatoms","valve","Navicula gastrum","DIAT",1,1
"327","NISP","DIAT","valve",11470,NA,"Diatoms","valve","Navicula capitata","DIAT",2,2
"328","NISP","DIAT","valve",11490,NA,"Diatoms","valve","Navicula pseudoscutiformis var.","DIAT",7,7
"329","NISP","DIAT","valve",11495,NA,"Diatoms","valve","Navicula ignota","DIAT",1,1
"330","NISP","DIAT","valve",11542,NA,"Diatoms","valve","Navicula hassiaca","DIAT",3,3
"331","NISP","DIAT","valve",11641,NA,"Diatoms","valve","Navicula spp.","DIAT",13,13
"332","NISP","DIAT","valve",11652,NA,"Diatoms","valve","Neidium affine","DIAT",9,9
"333","NISP","DIAT","valve",11656,NA,"Diatoms","valve","Neidium affine var. undulatum","DIAT",1,1
"334","NISP","DIAT","valve",11658,NA,"Diatoms","valve","Neidium bisulcatum","DIAT",4,4
"335","NISP","DIAT","valve",11664,NA,"Diatoms","valve","Neidium iridis","DIAT",6,6
"336","NISP","DIAT","valve",11665,NA,"Diatoms","valve","Neidium iridis var. ampliatum","DIAT",1,1
"337","NISP","DIAT","valve",11666,NA,"Diatoms","valve","Neidium iridis var. amphigomphus","DIAT",8,8
"338","NISP","DIAT","valve",11669,NA,"Diatoms","valve","Neidium productum","DIAT",1,1
"339","NISP","DIAT","valve",11677,NA,"Diatoms","valve","Neidium hitchcockii","DIAT",1,1
"340","NISP","DIAT","valve",11721,NA,"Diatoms","valve","Nitzschia denticula","DIAT",4,4
"341","NISP","DIAT","valve",11722,NA,"Diatoms","valve","Nitzschia dissipata","DIAT",9,9
"342","NISP","DIAT","valve",11725,NA,"Diatoms","valve","Nitzschia fonticola","DIAT",7,7
"343","NISP","DIAT","valve",11729,NA,"Diatoms","valve","Nitzschia gracilis","DIAT",19,19
"344","NISP","DIAT","valve",11735,NA,"Diatoms","valve","Nitzschia linearis","DIAT",1,1
"345","NISP","DIAT","valve",11736,NA,"Diatoms","valve","Nitzschia microcephala","DIAT",1,1
"346","NISP","DIAT","valve",11737,NA,"Diatoms","valve","Nitzschia palea","DIAT",8,8
"347","NISP","DIAT","valve",11747,NA,"Diatoms","valve","Nitzschia sp. 1 PIRLA","DIAT",3,3
"348","NISP","DIAT","valve",11806,NA,"Diatoms","valve","Nitzschia sinuata","DIAT",1,1
"349","NISP","DIAT","valve",11823,NA,"Diatoms","valve","Nitzschia ignorata","DIAT",1,1
"350","NISP","DIAT","valve",11826,NA,"Diatoms","valve","Nitzschia subacicularis","DIAT",1,1
"351","NISP","DIAT","valve",11828,NA,"Diatoms","valve","Nitzschia perminuta","DIAT",4,4
"352","NISP","DIAT","valve",11946,NA,"Diatoms","valve","Nitzschia spp.","DIAT",6,6
"353","NISP","DIAT","valve",11962,NA,"Diatoms","valve","Peronia fibula","DIAT",2,2
"354","NISP","DIAT","valve",11965,NA,"Diatoms","valve","Pinnularia abaujensis","DIAT",7,7
"355","NISP","DIAT","valve",11967,NA,"Diatoms","valve","Pinnularia abaujensis var. rostrata","DIAT",4,4
"356","NISP","DIAT","valve",11969,NA,"Diatoms","valve","Pinnularia abaujensis var. subundulata","DIAT",1,1
"357","NISP","DIAT","valve",11974,NA,"Diatoms","valve","Pinnularia biceps","DIAT",8,8
"358","NISP","DIAT","valve",11978,NA,"Diatoms","valve","Pinnularia braunii","DIAT",8,8
"359","NISP","DIAT","valve",11991,NA,"Diatoms","valve","Pinnularia formica","DIAT",1,1
"360","NISP","DIAT","valve",11993,NA,"Diatoms","valve","Pinnularia hilseana","DIAT",1,1
"361","NISP","DIAT","valve",11998,NA,"Diatoms","valve","Pinnularia legumen","DIAT",1,1
"362","NISP","DIAT","valve",11999,NA,"Diatoms","valve","Pinnularia maior","DIAT",3,3
"363","NISP","DIAT","valve",12003,NA,"Diatoms","valve","Pinnularia mesolepta","DIAT",4,4
"364","NISP","DIAT","valve",12005,NA,"Diatoms","valve","Pinnularia microstauron","DIAT",7,7
"365","NISP","DIAT","valve",12007,NA,"Diatoms","valve","Pinnularia nodosa","DIAT",2,2
"366","NISP","DIAT","valve",12011,NA,"Diatoms","valve","Pinnularia ruttneri","DIAT",1,1
"367","NISP","DIAT","valve",12016,NA,"Diatoms","valve","Pinnularia subcapitata","DIAT",5,5
"368","NISP","DIAT","valve",12020,NA,"Diatoms","valve","Pinnularia sp. 11 PIRLA","DIAT",3,3
"369","NISP","DIAT","valve",12027,NA,"Diatoms","valve","Pinnularia viridis","DIAT",8,8
"370","NISP","DIAT","valve",12034,NA,"Diatoms","valve","Pinnularia abaujensis var. lacustris","DIAT",2,2
"371","NISP","DIAT","valve",12040,NA,"Diatoms","valve","Pinnularia pogoii","DIAT",4,4
"372","NISP","DIAT","valve",12042,NA,"Diatoms","valve","Pinnularia cf. braunii var. amphicephala fo. subconica","DIAT",1,1
"373","NISP","DIAT","valve",12043,NA,"Diatoms","valve","Pinnularia polyonca","DIAT",3,3
"374","NISP","DIAT","valve",12052,NA,"Diatoms","valve","Pinnularia substomatophora var. 1 PIRLA","DIAT",1,1
"375","NISP","DIAT","valve",12058,NA,"Diatoms","valve","Pinnularia acrosphaeria var. turgidula","DIAT",1,1
"376","NISP","DIAT","valve",12113,NA,"Diatoms","valve","Pinnularia acoricola","DIAT",1,1
"377","NISP","DIAT","valve",12117,NA,"Diatoms","valve","Pinnularia spp.","DIAT",1,1
"378","NISP","DIAT","valve",12145,NA,"Diatoms","valve","Rhopalodia parallela","DIAT",1,1
"379","NISP","DIAT","valve",12162,NA,"Diatoms","valve","Stauroneis anceps","DIAT",7,7
"380","NISP","DIAT","valve",12167,NA,"Diatoms","valve","Stauroneis smithii","DIAT",7,7
"381","NISP","DIAT","valve",12168,NA,"Diatoms","valve","Stauroneis kriegeri","DIAT",1,1
"382","NISP","DIAT","valve",12170,NA,"Diatoms","valve","Stauroneis livingstonii","DIAT",2,2
"383","NISP","DIAT","valve",12171,NA,"Diatoms","valve","Stauroneis nobilis var. baconiana","DIAT",6,6
"384","NISP","DIAT","valve",12173,NA,"Diatoms","valve","Stauroneis phoenicenteron","DIAT",11,11
"385","NISP","DIAT","valve",12177,NA,"Diatoms","valve","Stauroneis staurolineata","DIAT",1,1
"386","NISP","DIAT","valve",12178,NA,"Diatoms","valve","Stauroneis stodderi","DIAT",1,1
"387","NISP","DIAT","valve",12192,NA,"Diatoms","valve","Stauroneis acuta","DIAT",1,1
"388","NISP","DIAT","valve",12204,NA,"Diatoms","valve","Stauroneis anceps fo. gracilis PLUS vars. 1, 2, and 3","DIAT",7,7
"389","NISP","DIAT","valve",12211,NA,"Diatoms","valve","Stenopterobia intermedia","DIAT",8,8
"390","NISP","DIAT","valve",12218,NA,"Diatoms","valve","Stephanodiscus niagarae","DIAT",2,2
"391","NISP","DIAT","valve",12239,NA,"Diatoms","valve","Surirella angusta","DIAT",2,2
"392","NISP","DIAT","valve",12248,NA,"Diatoms","valve","Surirella delicatissima","DIAT",8,8
"393","NISP","DIAT","valve",12251,NA,"Diatoms","valve","Surirella linearis","DIAT",4,4
"394","NISP","DIAT","valve",12252,NA,"Diatoms","valve","Surirella linearis var. constricta","DIAT",5,5
"395","NISP","DIAT","valve",12254,NA,"Diatoms","valve","Surirella ovata","DIAT",1,1
"396","NISP","DIAT","valve",12256,NA,"Diatoms","valve","Surirella robusta","DIAT",2,2
"397","NISP","DIAT","valve",12266,NA,"Diatoms","valve","Surirella sp. 2 PIRLA","DIAT",1,1
"398","NISP","DIAT","valve",12284,NA,"Diatoms","valve","Surirella ovata var. pinnata","DIAT",1,1
"399","NISP","DIAT","valve",12316,NA,"Diatoms","valve","Synedra amphicephala","DIAT",1,1
"400","NISP","DIAT","valve",12319,NA,"Diatoms","valve","Synedra famelica","DIAT",10,10
"401","NISP","DIAT","valve",12320,NA,"Diatoms","valve","Synedra filiformis var. capitata","DIAT",4,4
"402","NISP","DIAT","valve",12321,NA,"Diatoms","valve","Synedra filiformis var. exilis","DIAT",6,6
"403","NISP","DIAT","valve",12322,NA,"Diatoms","valve","Synedra sp. 5 PIRLA","DIAT",1,1
"404","NISP","DIAT","valve",12323,NA,"Diatoms","valve","Synedra incisa","DIAT",5,5
"405","NISP","DIAT","valve",12327,NA,"Diatoms","valve","Synedra cyclopum","DIAT",1,1
"406","NISP","DIAT","valve",12328,NA,"Diatoms","valve","Synedra parasitica","DIAT",5,5
"407","NISP","DIAT","valve",12330,NA,"Diatoms","valve","Synedra rumpens","DIAT",4,4
"408","NISP","DIAT","valve",12332,NA,"Diatoms","valve","Synedra rumpens var. familiaris","DIAT",12,12
"409","NISP","DIAT","valve",12338,NA,"Diatoms","valve","Synedra ulna","DIAT",13,13
"410","NISP","DIAT","valve",12340,NA,"Diatoms","valve","Synedra ulna var. danica","DIAT",1,1
"411","NISP","DIAT","valve",12350,NA,"Diatoms","valve","Synedra pulchella","DIAT",2,2
"412","NISP","DIAT","valve",12359,NA,"Diatoms","valve","Synedra acus var. angustissima","DIAT",1,1
"413","NISP","DIAT","valve",12360,NA,"Diatoms","valve","Synedra delicatissima","DIAT",7,7
"414","NISP","DIAT","valve",12373,NA,"Diatoms","valve","Synedra spp.","DIAT",2,2
"415","NISP","DIAT","valve",12380,NA,"Diatoms","valve","Tabellaria fenestrata","DIAT",9,9
"416","NISP","DIAT","valve",12382,NA,"Diatoms","valve","Tabellaria flocculosa (strain III, sensu Koppen)","DIAT",13,13
"417","NISP","DIAT","valve",12383,NA,"Diatoms","valve","Tabellaria flocculosa (strain IV, sensu Koppen)","DIAT",9,9
"418","NISP","DIAT","valve",12384,NA,"Diatoms","valve","Tabellaria flocculosa var. linearis","DIAT",11,11
"419","NISP","DIAT","valve",12385,NA,"Diatoms","valve","Tabellaria quadriseptata","DIAT",6,6
"420","NISP","DIAT","valve",12386,NA,"Diatoms","valve","Tabellaria flocculosa (strain IIIp, sensu Koppen)","DIAT",12,12
"421","NISP","DIAT","valve",12415,NA,"Diatoms","valve","Actinocyclus normanii","DIAT",16,16
"422","NISP","DIAT","valve",12652,NA,"Diatoms","valve","Amphiprora spp.","DIAT",17,17
"423","NISP","DIAT","valve",24466,NA,"Diatoms","valve","Amphora spp.","DIAT",21,21
"424","NISP","DIAT","valve",24586,NA,"Diatoms","valve","Synedra acus","DIAT",2,2
"425","NISP","DIAT","valve",24735,NA,"Diatoms","valve","Achnanthes carissima","DIAT",4,4
"426","NISP","DIAT","valve",24751,NA,"Diatoms","valve","Achnanthes bioretii","DIAT",24,24
"427","NISP","DIAT","valve",24758,NA,"Diatoms","valve","Achnanthes amoena","DIAT",1,1
"428","NISP","DIAT","valve",24982,NA,"Diatoms","valve","Cyclotella michiganiana","DIAT",46,43
"429","NISP","DIAT","valve",28937,NA,"Diatoms","valve","Diatoma tenuis var. elongatum","DIAT",3,3
"430","NISP","DIAT","valve",29680,NA,"Diatoms","valve","Melosira distans var. humilis","DIAT",8,8
"431","NISP","DIAT","valve",35307,NA,"Diatoms","valve","Cymbella cf. aequalis","DIAT",29,24
"432","NISP",NA,">150 µm",1062,NA,"Charcoal",">150 µm","Charcoal","CHAR",314,3
"433","NISP",NA,"valve",10150,NA,"Diatoms","valve","Achnanthidium exilis","DIAT",2,2
"434","NISP",NA,"valve",10152,NA,"Diatoms","valve","Achnanthidium minutissimum","DIAT",980,813
"435","NISP",NA,"valve",10153,NA,"Diatoms","valve","Achnanthidium affine","DIAT",7,7
"436","NISP",NA,"valve",10154,NA,"Diatoms","valve","Achnanthidium altergracillima","DIAT",18,18
"437","NISP",NA,"valve",10155,NA,"Diatoms","valve","Achnanthidium macrocephalum","DIAT",1,1
"438","NISP",NA,"valve",10156,NA,"Diatoms","valve","Achnanthidium saprophilum","DIAT",2,2
"439","NISP",NA,"valve",10158,NA,"Diatoms","valve","Achnanthes austriaca","DIAT",19,19
"440","NISP",NA,"valve",10159,NA,"Diatoms","valve","Achnanthes helvetica","DIAT",600,150
"441","NISP",NA,"valve",10160,NA,"Diatoms","valve","Achnanthes clevei","DIAT",54,36
"442","NISP",NA,"valve",10161,NA,"Diatoms","valve","Achnanthes depressa","DIAT",3,3
"443","NISP",NA,"valve",10162,NA,"Diatoms","valve","Achnanthes didyma","DIAT",387,139
"444","NISP",NA,"valve",10163,NA,"Diatoms","valve","Achnanthes exigua","DIAT",149,77
"445","NISP",NA,"valve",10164,NA,"Diatoms","valve","Achnanthes exigua var. heterovalva","DIAT",28,28
"446","NISP",NA,"valve",10165,NA,"Diatoms","valve","Achnanthes flexella","DIAT",301,94
"447","NISP",NA,"valve",10166,NA,"Diatoms","valve","Achnanthes gibberula","DIAT",1,1
"448","NISP",NA,"valve",10167,NA,"Diatoms","valve","Achnanthes hauckiana","DIAT",3,3
"449","NISP",NA,"valve",10168,NA,"Diatoms","valve","Achnanthes hustedtii","DIAT",2,2
"450","NISP",NA,"valve",10169,NA,"Diatoms","valve","Achnanthes kryophila","DIAT",81,17
"451","NISP",NA,"valve",10170,NA,"Diatoms","valve","Achnanthes lanceolata","DIAT",322,150
"452","NISP",NA,"valve",10171,NA,"Diatoms","valve","Achnanthes lanceolata var. dubia","DIAT",36,34
"453","NISP",NA,"valve",10172,NA,"Diatoms","valve","Achnanthes lanceolata var. haynaldii","DIAT",2,2
"454","NISP",NA,"valve",10173,NA,"Diatoms","valve","Achnanthes lanceolata var. omissa","DIAT",2,2
"455","NISP",NA,"valve",10175,NA,"Diatoms","valve","Achnanthes lapidosa var. lanceolata","DIAT",1,1
"456","NISP",NA,"valve",10176,NA,"Diatoms","valve","Achnanthes sp. 6 PIRLA","DIAT",7,7
"457","NISP",NA,"valve",10177,NA,"Diatoms","valve","Achnanthes levanderi","DIAT",531,175
"458","NISP",NA,"valve",10178,NA,"Diatoms","valve","Achnanthes levanderi var. helvetica","DIAT",70,40
"459","NISP",NA,"valve",10179,NA,"Diatoms","valve","Achnanthes linearis","DIAT",741,189
"460","NISP",NA,"valve",10180,NA,"Diatoms","valve","Achnanthes linearis fo. curta","DIAT",122,48
"461","NISP",NA,"valve",10181,NA,"Diatoms","valve","Achnanthes pusilla","DIAT",88,82
"462","NISP",NA,"valve",10182,NA,"Diatoms","valve","Achnanthes lutheri","DIAT",93,14
"463","NISP",NA,"valve",10183,NA,"Diatoms","valve","Achnanthes marginulata","DIAT",830,268
"464","NISP",NA,"valve",10184,NA,"Diatoms","valve","Achnanthes microcephala","DIAT",174,67
"465","NISP",NA,"valve",10185,NA,"Diatoms","valve","Achnanthes minutissima","DIAT",1161,375
"466","NISP",NA,"valve",10186,NA,"Diatoms","valve","Achnanthes minutissima var. cryptocephala","DIAT",4,4
"467","NISP",NA,"valve",10187,NA,"Diatoms","valve","Achnanthes nodosa","DIAT",8,8
"468","NISP",NA,"valve",10188,NA,"Diatoms","valve","Achnanthes peragalli","DIAT",73,29
"469","NISP",NA,"valve",10189,NA,"Diatoms","valve","Achnanthes pinnata","DIAT",5,5
"470","NISP",NA,"valve",10190,NA,"Diatoms","valve","Achnanthes suchlandtii","DIAT",310,119
"471","NISP",NA,"valve",10191,NA,"Diatoms","valve","Achnanthes lapponica var. 1 PIRLA","DIAT",175,40
"472","NISP",NA,"valve",10192,NA,"Diatoms","valve","Achnanthes flexella var. alpestris","DIAT",25,21
"473","NISP",NA,"valve",10193,NA,"Diatoms","valve","Achnanthes coarctata","DIAT",2,2
"474","NISP",NA,"valve",10194,NA,"Diatoms","valve","Achnanthes detha","DIAT",788,184
"475","NISP",NA,"valve",10195,NA,"Diatoms","valve","Achnanthes bicapitata","DIAT",359,57
"476","NISP",NA,"valve",10197,NA,"Diatoms","valve","Achnanthes sp. 5 PIRLA","DIAT",107,19
"477","NISP",NA,"valve",10198,NA,"Diatoms","valve","Achnanthes stewartii","DIAT",23,19
"478","NISP",NA,"valve",10199,NA,"Diatoms","valve","Achnanthes peragalli var. fossilis","DIAT",2,2
"479","NISP",NA,"valve",10200,NA,"Diatoms","valve","Achnanthes laterostrata","DIAT",174,67
"480","NISP",NA,"valve",10203,NA,"Diatoms","valve","Achnanthes imperfecta","DIAT",121,39
"481","NISP",NA,"valve",10204,NA,"Diatoms","valve","Achnanthes sp. 8 PIRLA","DIAT",12,12
"482","NISP",NA,"valve",10205,NA,"Diatoms","valve","Achnanthes biasolettiana","DIAT",20,19
"483","NISP",NA,"valve",10206,NA,"Diatoms","valve","Achnanthes oestrupii var. lanceolata","DIAT",2,2
"484","NISP",NA,"valve",10207,NA,"Diatoms","valve","Achnanthes kryophila var. africana","DIAT",2,2
"485","NISP",NA,"valve",10208,NA,"Diatoms","valve","Achnanthes gracillima var. nipponica","DIAT",1,1
"486","NISP",NA,"valve",10209,NA,"Diatoms","valve","Achnanthes sp. 7 PIRLA","DIAT",4,4
"487","NISP",NA,"valve",10210,NA,"Diatoms","valve","Achnanthes hungarica","DIAT",11,11
"488","NISP",NA,"valve",10211,NA,"Diatoms","valve","Achnanthes clevei var. rostrata","DIAT",11,10
"489","NISP",NA,"valve",10212,NA,"Diatoms","valve","Achnanthes sp. 10 PIRLA","DIAT",13,13
"490","NISP",NA,"valve",10213,NA,"Diatoms","valve","Achnanthes lapponica var. ninckei","DIAT",3,3
"491","NISP",NA,"valve",10214,NA,"Diatoms","valve","Achnanthes lanceolata var. apiculata","DIAT",1,1
"492","NISP",NA,"valve",10216,NA,"Diatoms","valve","Achnanthes daui var. alaskaensis","DIAT",13,13
