,units,context,element,taxonid,symmetry,taxongroup,elementtype,variablename,replacement,ecologicalgroup,samples,sites
138,NISP,NA,valve,10342,NA,Diatoms,valve,Amphora pediculus,,DIAT,262,253
128,NISP,NA,valve,10325,NA,Diatoms,valve,Amphora perpusilla,,DIAT,36,36
3658,percent,NA,valve,10325,NA,Diatoms,valve,Amphora perpusilla,,DIAT,4,4
3576,NISP,NA,valve,45672,NA,Diatoms,valve,Amphora robusta,,DIAT,1,1
2750,NISP,NA,valve,31077,NA,Diatoms,valve,Amphora sp.,,DIAT,2,1
2953,NISP,NA,valve,36351,NA,Diatoms,valve,Amphora sp. 1 ANS WRC,,DIAT,1,1
142,NISP,NA,valve,10348,NA,Diatoms,valve,Amphora sp. 1?,,DIAT,8,8
143,NISP,NA,valve,10349,NA,Diatoms,valve,Amphora sp. 2 ?,,DIAT,1,1
136,NISP,NA,valve,10340,NA,Diatoms,valve,Amphora sp. 3 FRITZ,,DIAT,2,2
2188,NISP,NA,valve,24466,NA,Diatoms,valve,Amphora spp.,,DIAT,107,31
139,NISP,NA,valve,10343,NA,Diatoms,valve,Amphora subcapitata,,DIAT,3,3
129,NISP,NA,valve,10326,NA,Diatoms,valve,Amphora thumensis,,DIAT,33,33
130,NISP,NA,valve,10327,NA,Diatoms,valve,Amphora veneta,,DIAT,126,123
3659,percent,NA,valve,10327,NA,Diatoms,valve,Amphora veneta,,DIAT,4,4
3440,NISP,NA,valve,41059,NA,Diatoms,valve,Aneumastus pseudotuscula,,DIAT,1,1
1686,NISP,NA,valve,12437,NA,Diatoms,valve,Aneumastus tuscula,,DIAT,14,14
3803,present/absent,NA,valve,12437,NA,Diatoms,valve,Aneumastus tuscula,,DIAT,1,1
3484,NISP,NA,valve,44992,NA,Diatoms,valve,Aneumastus tusculus,,DIAT,2,2
2844,NISP,NA,valve,36034,NA,Diatoms,valve,Anomoeoneis cf. sphaerophora fo. costata,,DIAT,8,8
159,NISP,NA,valve,10368,NA,Diatoms,valve,Anomoeoneis costata,,DIAT,70,67
144,NISP,NA,valve,10350,NA,Diatoms,valve,Anomoeoneis exilis var. lanceolata,,DIAT,1,1
145,NISP,NA,valve,10351,NA,Diatoms,valve,Anomoeoneis follis,Brachysira follis,DIAT,121,60
157,NISP,NA,valve,10364,NA,Diatoms,valve,Anomoeoneis follis var. hannae,,DIAT,49,12
151,NISP,NA,valve,10357,NA,Diatoms,valve,Anomoeoneis paludigena,,DIAT,48,12
146,NISP,NA,valve,10352,NA,Diatoms,valve,Anomoeoneis serians,Brachysira serians,DIAT,293,85
158,NISP,NA,valve,10365,NA,Diatoms,valve,Anomoeoneis serians var. 1 PIRLA,,DIAT,9,9
147,NISP,NA,valve,10353,NA,Diatoms,valve,Anomoeoneis serians var. acuta,,DIAT,90,38
156,NISP,NA,valve,10363,NA,Diatoms,valve,Anomoeoneis serians var. apiculata,,DIAT,2,1
148,NISP,NA,valve,10354,NA,Diatoms,valve,Anomoeoneis serians var. brachysira,Brachysira brebissonii,DIAT,983,206
163,NISP,NA,valve,10374,NA,Diatoms,valve,Anomoeoneis sp. 1 ?,,DIAT,13,11
153,NISP,NA,valve,10360,NA,Diatoms,valve,Anomoeoneis sp. 2 PIRLA,,DIAT,2,2
152,NISP,NA,valve,10359,NA,Diatoms,valve,Anomoeoneis sp. 4 PIRLA,,DIAT,15,4
160,NISP,NA,valve,10369,NA,Diatoms,valve,Anomoeoneis sphaerophora,,DIAT,22,22
2233,NISP,NA,valve,24894,NA,Diatoms,valve,Anomoeoneis sphaerophora fo. costata,,DIAT,4,4
161,NISP,NA,valve,10370,NA,Diatoms,valve,Anomoeoneis sphaerophora fo. sculpta,,DIAT,12,12
162,NISP,NA,valve,10373,NA,Diatoms,valve,Anomoeoneis spp.,,DIAT,11,10
149,NISP,NA,valve,10355,NA,Diatoms,valve,Anomoeoneis styriaca,Brachysira styriaca,DIAT,224,69
150,NISP,NA,valve,10356,NA,Diatoms,valve,Anomoeoneis vitrea,Brachysira vitrea,DIAT,925,178
154,NISP,NA,valve,10361,NA,Diatoms,valve,Anomoeoneis zellensis,Brachysira zellensis,DIAT,28,14
155,NISP,NA,valve,10362,NA,Diatoms,valve,Anomoeoneis zellensis fo. difficilis,,DIAT,3,3
1665,NISP,NA,valve,12407,NA,Diatoms,valve,Anorthoneis excentrica,,DIAT,1,1
2032,NISP,NA,valve,13077,NA,Diatoms,valve,Astartiella bahusiensis,,DIAT,1,1
164,NISP,NA,valve,10376,NA,Diatoms,valve,Asterionella formosa,,DIAT,1527,767
3660,percent,NA,valve,10376,NA,Diatoms,valve,Asterionella formosa,,DIAT,26,26
166,NISP,NA,valve,10378,NA,Diatoms,valve,Asterionella formosa var. gracillima,,DIAT,1,1
167,NISP,NA,valve,10379,NA,Diatoms,valve,Asterionella ralfsii,,DIAT,18,18
165,NISP,NA,valve,10377,NA,Diatoms,valve,Asterionella ralfsii var. americana,,DIAT,112,75
169,NISP,NA,valve,10381,NA,Diatoms,valve,Asterionella ralfsii var. americana (<45 µm),,DIAT,52,19
168,NISP,NA,valve,10380,NA,Diatoms,valve,Asterionella ralfsii var. americana (>45 µm),,DIAT,759,110
2363,NISP,NA,valve,25415,NA,Diatoms,valve,Asterionella ralfsii var. americana (large),,DIAT,138,11
2364,NISP,NA,valve,25416,NA,Diatoms,valve,Asterionella ralfsii var. americana (small),,DIAT,26,7
3552,NISP,NA,valve,45648,NA,Diatoms,valve,Asterionella sp. 1 NLA DB,,DIAT,1,1
170,NISP,NA,valve,10383,NA,Diatoms,valve,Asterionella sp. 2?,,DIAT,3,3
3585,NISP,NA,valve,45987,NA,Diatoms,valve,Asterionella sp. 3?,,DIAT,2,2
2169,NISP,NA,valve,24360,NA,Diatoms,valve,Asterionella spp.,,DIAT,2,2
183,NISP,NA,valve,10397,NA,Diatoms,valve,Aulacoseira alpigena,,DIAT,112,103
3403,NISP,NA,valve,39117,NA,Diatoms,valve,Aulacoseira alpigena/Aulacoseira subborealis/Aulacoseira sp. 3 NE Lakes,,DIAT,47,47
175,NISP,NA,valve,10389,NA,Diatoms,valve,Aulacoseira ambigua,,DIAT,1438,683
3661,percent,NA,valve,10389,NA,Diatoms,valve,Aulacoseira ambigua,,DIAT,32,32
2881,NISP,NA,valve,36132,NA,Diatoms,valve,Aulacoseira cf. ambigua NLA DB,,DIAT,1,1
3521,NISP,NA,valve,45612,NA,Diatoms,valve,Aulacoseira cf. crassipunctata NLA EWT,,DIAT,1,1
2954,NISP,NA,valve,36352,NA,Diatoms,valve,Aulacoseira cf. crenulata NLA BSL,,DIAT,1,1
2845,NISP,NA,valve,36035,NA,Diatoms,valve,Aulacoseira cf. distans NLA DB,,DIAT,4,4
2816,NISP,NA,valve,35909,NA,Diatoms,valve,Aulacoseira cf. perglabra,,DIAT,2,2
2955,NISP,NA,valve,36353,NA,Diatoms,valve,Aulacoseira cf. pfaffiana NLA DB,,DIAT,1,1
3485,NISP,NA,valve,45411,NA,Diatoms,valve,Aulacoseira cf. pfaffiana NLA EWT,,DIAT,1,1
2882,NISP,NA,valve,36136,NA,Diatoms,valve,Aulacoseira cf. pfaffiana NLA JPK,,DIAT,1,1
2846,NISP,NA,valve,36036,NA,Diatoms,valve,Aulacoseira cf. tenuior NLA JPK,,DIAT,1,1
2883,NISP,NA,valve,36137,NA,Diatoms,valve,Aulacoseira cf. valida NLA JPK,,DIAT,1,1
2427,NISP,NA,valve,27016,NA,Diatoms,valve,Aulacoseira coroniformis,,DIAT,5,5
171,NISP,NA,valve,10384,NA,Diatoms,valve,Aulacoseira crassipunctata,,DIAT,378,156
172,NISP,NA,valve,10385,NA,Diatoms,valve,Aulacoseira crenulata,,DIAT,60,59
176,NISP,NA,valve,10390,NA,Diatoms,valve,Aulacoseira distans,,DIAT,1221,245
3662,percent,NA,valve,10390,NA,Diatoms,valve,Aulacoseira distans,,DIAT,4,4
2178,NISP,NA,valve,24379,NA,Diatoms,valve,Aulacoseira distans var. humilis,,DIAT,25,23
2213,NISP,NA,valve,24753,NA,Diatoms,valve,Aulacoseira distans var. nivalis,,DIAT,792,80
2083,NISP,NA,valve,13174,NA,Diatoms,valve,Aulacoseira distans var. nivaloides,,DIAT,79,76
2343,NISP,NA,valve,25215,NA,Diatoms,valve,Aulacoseira distans var. septentrionalis,,DIAT,11,9
2160,NISP,NA,valve,24280,NA,Diatoms,valve,Aulacoseira distans var. tenella,,DIAT,238,83
2260,NISP,NA,valve,25013,NA,Diatoms,valve,Aulacoseira fennoscandica,,DIAT,10,10
3791,percent,NA,valve,25013,NA,Diatoms,valve,Aulacoseira fennoscandica,,DIAT,1,1
181,NISP,NA,valve,10395,NA,Diatoms,valve,Aulacoseira granulata,,DIAT,369,348
3663,percent,NA,valve,10395,NA,Diatoms,valve,Aulacoseira granulata,,DIAT,27,27
3615,NISP,NA,valve,49173,NA,Diatoms,valve,Aulacoseira granulata type 1 NESH ACS,,DIAT,14,14
3616,NISP,NA,valve,49174,NA,Diatoms,valve,Aulacoseira granulata type 2 NESH ACS,,DIAT,5,5
180,NISP,NA,valve,10394,NA,Diatoms,valve,Aulacoseira granulata var. angustissima,,DIAT,67,60
185,NISP,NA,valve,10399,NA,Diatoms,valve,Aulacoseira granulata var. valida,,DIAT,1,1
1813,NISP,NA,valve,12616,NA,Diatoms,valve,Aulacoseira herzogii,,DIAT,16,15
2162,NISP,NA,valve,24290,NA,Diatoms,valve,Aulacoseira humilis,,DIAT,35,34
187,NISP,NA,valve,10401,NA,Diatoms,valve,Aulacoseira islandica,,DIAT,64,23
182,NISP,NA,valve,10396,NA,Diatoms,valve,Aulacoseira italica,,DIAT,272,208
3664,percent,NA,valve,10396,NA,Diatoms,valve,Aulacoseira italica,,DIAT,4,4
2691,NISP,NA,valve,30144,NA,Diatoms,valve,Aulacoseira italica var. subarctica,,DIAT,6,6
188,NISP,NA,valve,10403,NA,Diatoms,valve,Aulacoseira italica var. tenuissima,,DIAT,10,9
2003,NISP,NA,valve,13015,NA,Diatoms,valve,Aulacoseira lacustris,,DIAT,56,53
2884,NISP,NA,valve,36139,NA,Diatoms,valve,Aulacoseira laevissima,,DIAT,12,12
177,NISP,NA,valve,10391,NA,Diatoms,valve,Aulacoseira lirata,,DIAT,1034,217
2005,NISP,NA,valve,13020,NA,Diatoms,valve,Aulacoseira lirata var. biseriata,,DIAT,23,23
2621,NISP,NA,valve,29670,NA,Diatoms,valve,Aulacoseira lirata var. lacustris,,DIAT,218,24
186,NISP,NA,valve,10400,NA,Diatoms,valve,Aulacoseira muzzanensis,,DIAT,31,31
2110,NISP,NA,valve,13237,NA,Diatoms,valve,Aulacoseira nivalis,,DIAT,8,8
3460,NISP,NA,valve,41165,NA,Diatoms,valve,Aulacoseira nivaloides,,DIAT,2,2
1814,NISP,NA,valve,12617,NA,Diatoms,valve,Aulacoseira nygaardii,,DIAT,202,122
3404,NISP,NA,valve,39118,NA,Diatoms,valve,Aulacoseira nygaardii/A. occulta/A. imparis,,DIAT,41,40
173,NISP,NA,valve,10387,NA,Diatoms,valve,Aulacoseira perglabra,,DIAT,946,208
178,NISP,NA,valve,10392,NA,Diatoms,valve,Aulacoseira perglabra var. florinae,,DIAT,349,82
174,NISP,NA,valve,10388,NA,Diatoms,valve,Aulacoseira pfaffiana,,DIAT,39,39
2760,NISP,NA,valve,31672,NA,Diatoms,valve,Aulacoseira pseudoamericana,,DIAT,2,2
2111,NISP,NA,valve,13238,NA,Diatoms,valve,Aulacoseira pusilla,,DIAT,33,33
2737,NISP,NA,valve,30912,NA,Diatoms,valve,Aulacoseira sar (MEnach Abiti),,DIAT,4,4
2469,NISP,NA,valve,27174,NA,Diatoms,valve,Aulacoseira sp.,,DIAT,9,9
3036,NISP,NA,valve,38729,NA,Diatoms,valve,Aulacoseira sp. 1 NE Lakes,,DIAT,23,23
2885,NISP,NA,valve,36141,NA,Diatoms,valve,Aulacoseira sp. 1 NLA JPK,,DIAT,1,1
2810,NISP,NA,valve,35880,NA,Diatoms,valve,Aulacoseira sp. 1 NLS EAM,,DIAT,2,2
2348,NISP,NA,valve,25306,NA,Diatoms,valve,Aulacoseira sp. 1?,,DIAT,22,12
3038,NISP,NA,valve,38731,NA,Diatoms,valve,Aulacoseira sp. 10 NE Lakes,,DIAT,8,8
3039,NISP,NA,valve,38732,NA,Diatoms,valve,Aulacoseira sp. 11 NE Lakes,,DIAT,2,2
3488,NISP,NA,valve,45415,NA,Diatoms,valve,Aulacoseira sp. 11 NLA DB,,DIAT,1,1
3040,NISP,NA,valve,38733,NA,Diatoms,valve,Aulacoseira sp. 12 NE Lakes,,DIAT,1,1
3037,NISP,NA,valve,38730,NA,Diatoms,valve,Aulacoseira sp. 2 NE Lakes,,DIAT,1,1
2382,NISP,NA,valve,25542,NA,Diatoms,valve,Aulacoseira sp. 2?,,DIAT,8,2
3041,NISP,NA,valve,38734,NA,Diatoms,valve,Aulacoseira sp. 4 NE Lakes,,DIAT,15,14
2886,NISP,NA,valve,36142,NA,Diatoms,valve,Aulacoseira sp. 5 cf. crenulata NAWQA UMICH ALBE,,DIAT,1,1
3042,NISP,NA,valve,38735,NA,Diatoms,valve,Aulacoseira sp. 5 NE Lakes,,DIAT,8,8
3553,NISP,NA,valve,45649,NA,Diatoms,valve,Aulacoseira sp. 5 NLA DB,,DIAT,2,2
2724,NISP,NA,valve,30896,NA,Diatoms,valve,Aulacoseira sp. 6 (MEnach Abiti),,DIAT,3,3
3043,NISP,NA,valve,38736,NA,Diatoms,valve,Aulacoseira sp. 6 NE Lakes,,DIAT,15,15
3044,NISP,NA,valve,38737,NA,Diatoms,valve,Aulacoseira sp. 7 NE Lakes,,DIAT,6,6
2770,NISP,NA,valve,34552,NA,Diatoms,valve,Aulacoseira sp. 7 NLA DB,,DIAT,2,2
3045,NISP,NA,valve,38738,NA,Diatoms,valve,Aulacoseira sp. 8 NE Lakes,,DIAT,8,8
3535,NISP,NA,valve,45631,NA,Diatoms,valve,Aulacoseira sp. 8 NLA DB,,DIAT,2,2
3046,NISP,NA,valve,38739,NA,Diatoms,valve,Aulacoseira sp. 9 NE Lakes,,DIAT,1,1
1805,NISP,NA,valve,12593,NA,Diatoms,valve,Aulacoseira spp.,,DIAT,58,47
179,NISP,NA,valve,10393,NA,Diatoms,valve,Aulacoseira subarctica,,DIAT,600,260
2418,NISP,NA,valve,27007,NA,Diatoms,valve,Aulacoseira subborealis,,DIAT,60,59
2024,NISP,NA,valve,13058,NA,Diatoms,valve,Aulacoseira tenella,,DIAT,185,163
2179,NISP,NA,valve,24380,NA,Diatoms,valve,Aulacoseira tenuior,,DIAT,5,5
184,NISP,NA,valve,10398,NA,Diatoms,valve,Aulacoseira valida,,DIAT,183,92
1664,NISP,NA,valve,12406,NA,Diatoms,valve,Bacillaria paradoxa,,DIAT,32,29
2779,NISP,NA,valve,35849,NA,Diatoms,valve,Bacillaria spp.,,DIAT,1,1
1675,NISP,NA,valve,12424,NA,Diatoms,valve,Bacillariophyta undet. (centric) sp. 1?,,DIAT,13,12
3777,percent,NA,valve,12418,NA,Diatoms,valve,Bacillariophyta undet. (pennate),,DIAT,16,16
1669,NISP,NA,valve,12418,NA,Diatoms,valve,Bacillariophyta undet. (pennate),,DIAT,15,14
2921,NISP,NA,valve,36267,NA,Diatoms,valve,Biremis cf. circumtexta NLA BSL,,DIAT,1,1
1866,NISP,NA,valve,12762,NA,Diatoms,valve,Biremis circumtexta,,DIAT,12,12
232,NISP,NA,valve,10468,NA,Diatoms,valve,Brachysira apiculata,,DIAT,9,9
1810,NISP,NA,valve,12603,NA,Diatoms,valve,Brachysira aponina,,DIAT,2,2
2738,NISP,NA,valve,30913,NA,Diatoms,valve,Brachysira br1 (MEnach Abiti),,DIAT,20,20
2739,NISP,NA,valve,30914,NA,Diatoms,valve,Brachysira br3 (MEnach Abiti),,DIAT,1,1
233,NISP,NA,valve,10469,NA,Diatoms,valve,Brachysira brebissonii,,DIAT,480,213
2550,NISP,NA,valve,28036,NA,Diatoms,valve,Brachysira brebissonii morph 1,,DIAT,5,5
2887,NISP,NA,valve,36143,NA,Diatoms,valve,Brachysira cf. neoexilis NLA DB,,DIAT,3,3
2109,NISP,NA,valve,13235,NA,Diatoms,valve,Brachysira follis,,DIAT,11,11
1825,NISP,NA,valve,12649,NA,Diatoms,valve,Brachysira garrensis,,DIAT,49,45
2460,NISP,NA,valve,27164,NA,Diatoms,valve,Brachysira gravida,,DIAT,1,1
3267,NISP,NA,valve,38974,NA,Diatoms,valve,Brachysira hannae,,DIAT,25,25
2703,NISP,NA,valve,30794,NA,Diatoms,valve,Brachysira intermedia,,DIAT,78,72
2326,NISP,NA,valve,25169,NA,Diatoms,valve,Brachysira manfredii,,DIAT,119,14
1959,NISP,NA,valve,12886,NA,Diatoms,valve,Brachysira microcephala,,DIAT,221,214
3418,NISP,NA,valve,39165,NA,Diatoms,valve,Brachysira microcephala morphotype 1,,DIAT,75,70
3419,NISP,NA,valve,39166,NA,Diatoms,valve,Brachysira microcephala morphotype 2,,DIAT,58,57
1848,NISP,NA,valve,12685,NA,Diatoms,valve,Brachysira neoacuta,,DIAT,10,10
2164,NISP,NA,valve,24312,NA,Diatoms,valve,Brachysira neoexilis,,DIAT,130,76
2461,NISP,NA,valve,27165,NA,Diatoms,valve,Brachysira ocalanensis,,DIAT,3,3
230,NISP,NA,valve,10466,NA,Diatoms,valve,Brachysira procera,,DIAT,57,38
231,NISP,NA,valve,10467,NA,Diatoms,valve,Brachysira serians,,DIAT,72,48
2704,NISP,NA,valve,30795,NA,Diatoms,valve,Brachysira sp. 1 (gomphonemoides),,DIAT,2,2
3047,NISP,NA,valve,38740,NA,Diatoms,valve,Brachysira sp. 1 NE Lakes,,DIAT,11,11
2946,NISP,NA,valve,36326,NA,Diatoms,valve,Brachysira sp. 1 NLA BSL,,DIAT,7,6
2347,NISP,NA,valve,25242,NA,Diatoms,valve,Brachysira sp. 1?,,DIAT,6,6
3048,NISP,NA,valve,38741,NA,Diatoms,valve,Brachysira sp. 2 NE Lakes,,DIAT,1,1
3049,NISP,NA,valve,38742,NA,Diatoms,valve,Brachysira sp. 4 NE Lakes,,DIAT,10,10
3050,NISP,NA,valve,38743,NA,Diatoms,valve,Brachysira sp. 5 NE Lakes,,DIAT,1,1
1853,NISP,NA,valve,12716,NA,Diatoms,valve,Brachysira spp.,,DIAT,7,7
2079,NISP,NA,valve,13165,NA,Diatoms,valve,Brachysira styriaca,,DIAT,88,54
2057,NISP,NA,valve,13112,NA,Diatoms,valve,Brachysira type 1 St-Jacques,,DIAT,2,2
234,NISP,NA,valve,10470,NA,Diatoms,valve,Brachysira vitrea,,DIAT,97,80
2214,NISP,NA,valve,24755,NA,Diatoms,valve,Brachysira zellensis,,DIAT,4,4
2061,NISP,NA,valve,13116,NA,Diatoms,valve,Brevisira arentii,,DIAT,4,4
3630,mg/L,NA,lab,21262,NA,Water chemistry,lab,Calcium ions,,WCHM,2,2
2536,NISP,NA,valve,28021,NA,Diatoms,valve,Caloneis (?nov) spec. cf. aemula var. ventricosa,,DIAT,6,6
203,NISP,NA,valve,10423,NA,Diatoms,valve,Caloneis alpestris,,DIAT,2,2
202,NISP,NA,valve,10421,NA,Diatoms,valve,Caloneis amphisbaena,,DIAT,20,19
189,NISP,NA,valve,10404,NA,Diatoms,valve,Caloneis bacillum,,DIAT,355,173
3665,percent,NA,valve,10404,NA,Diatoms,valve,Caloneis bacillum,,DIAT,2,2
3797,present/absent,NA,valve,10404,NA,Diatoms,valve,Caloneis bacillum,,DIAT,1,1
2654,NISP,NA,valve,29876,NA,Diatoms,valve,Caloneis cf. undulata,,DIAT,1,1
206,NISP,NA,valve,10430,NA,Diatoms,valve,Caloneis clevei,,DIAT,2,2
193,NISP,NA,valve,10408,NA,Diatoms,valve,Caloneis clevei var. undulata,,DIAT,1,1
2504,NISP,NA,valve,27937,NA,Diatoms,valve,Caloneis hendeyi (complex),,DIAT,14,14
196,NISP,NA,valve,10412,NA,Diatoms,valve,Caloneis hyalina,,DIAT,2,2
3264,NISP,NA,valve,38971,NA,Diatoms,valve,Caloneis lancettula,,DIAT,4,4
204,NISP,NA,valve,10424,NA,Diatoms,valve,Caloneis lauta,,DIAT,1,1
1817,NISP,NA,valve,12625,NA,Diatoms,valve,Caloneis leptosoma,,DIAT,1,1
200,NISP,NA,valve,10417,NA,Diatoms,valve,Caloneis lewisii,,DIAT,10,10
3666,percent,NA,valve,10417,NA,Diatoms,valve,Caloneis lewisii,,DIAT,1,1
1818,NISP,NA,valve,12626,NA,Diatoms,valve,Caloneis pulchra,,DIAT,1,1
205,NISP,NA,valve,10428,NA,Diatoms,valve,Caloneis schumanniana,,DIAT,33,32
198,NISP,NA,valve,10415,NA,Diatoms,valve,Caloneis schumanniana var. biconstricta,,DIAT,5,5
197,NISP,NA,valve,10413,NA,Diatoms,valve,Caloneis silicula,,DIAT,62,60
2272,NISP,NA,valve,25066,NA,Diatoms,valve,Caloneis silicula var. alpina,,DIAT,7,7
2698,NISP,NA,valve,30320,NA,Diatoms,valve,Caloneis sp.,,DIAT,1,1
3051,NISP,NA,valve,38744,NA,Diatoms,valve,Caloneis sp. 1 NE Lakes,,DIAT,8,8
2922,NISP,NA,valve,36268,NA,Diatoms,valve,Caloneis sp. 1 NLA BSL,,DIAT,4,4
194,NISP,NA,valve,10409,NA,Diatoms,valve,Caloneis sp. 1 PIRLA,,DIAT,1,1
208,NISP,NA,valve,10437,NA,Diatoms,valve,Caloneis sp. 1?,,DIAT,19,15
3052,NISP,NA,valve,38745,NA,Diatoms,valve,Caloneis sp. 10 NE Lakes,,DIAT,3,2
3053,NISP,NA,valve,38746,NA,Diatoms,valve,Caloneis sp. 11 NE Lakes,,DIAT,8,8
3054,NISP,NA,valve,38747,NA,Diatoms,valve,Caloneis sp. 13 NE Lakes,,DIAT,1,1
3055,NISP,NA,valve,38748,NA,Diatoms,valve,Caloneis sp. 14 NE Lakes,,DIAT,8,8
2956,NISP,NA,valve,36354,NA,Diatoms,valve,Caloneis sp. 1a NLA DB,,DIAT,1,1
3056,NISP,NA,valve,38749,NA,Diatoms,valve,Caloneis sp. 2 NE Lakes,,DIAT,1,1
209,NISP,NA,valve,10438,NA,Diatoms,valve,Caloneis sp. 2?,,DIAT,2,2
3057,NISP,NA,valve,38750,NA,Diatoms,valve,Caloneis sp. 3 NE Lakes,,DIAT,5,5
3058,NISP,NA,valve,38751,NA,Diatoms,valve,Caloneis sp. 4 NE Lakes,,DIAT,1,1
3059,NISP,NA,valve,38752,NA,Diatoms,valve,Caloneis sp. 5 NE Lakes,,DIAT,2,2
3060,NISP,NA,valve,38753,NA,Diatoms,valve,Caloneis sp. 7 NE Lakes,,DIAT,3,3
3467,NISP,NA,valve,41204,NA,Diatoms,valve,Caloneis sp. 8 NE Lakes,,DIAT,1,1
3061,NISP,NA,valve,38754,NA,Diatoms,valve,Caloneis sp. 9 NE Lakes,,DIAT,3,3
207,NISP,NA,valve,10436,NA,Diatoms,valve,Caloneis spp.,,DIAT,27,22
199,NISP,NA,valve,10416,NA,Diatoms,valve,Caloneis tenuis,,DIAT,19,19
1819,NISP,NA,valve,12627,NA,Diatoms,valve,Caloneis thermalis,,DIAT,8,8
201,NISP,NA,valve,10420,NA,Diatoms,valve,Caloneis undulata,,DIAT,27,11
195,NISP,NA,valve,10411,NA,Diatoms,valve,Caloneis ventricosa,,DIAT,227,46
190,NISP,NA,valve,10405,NA,Diatoms,valve,Caloneis ventricosa var. minuta,,DIAT,3,3
191,NISP,NA,valve,10406,NA,Diatoms,valve,Caloneis ventricosa var. subundulata,,DIAT,2,2
192,NISP,NA,valve,10407,NA,Diatoms,valve,Caloneis ventricosa var. truncatula,,DIAT,5,5
2656,NISP,NA,valve,29878,NA,Diatoms,valve,Caloneis ventricosa vars.,,DIAT,3,3
3001,NISP,NA,valve,36427,NA,Diatoms,valve,Campylodiscus bicostatus,,DIAT,1,1
1666,NISP,NA,valve,12408,NA,Diatoms,valve,Campylodiscus clypeus,,DIAT,42,42
1667,NISP,NA,valve,12409,NA,Diatoms,valve,Campylodiscus hibernicus,,DIAT,5,5
2145,NISP,NA,valve,13337,NA,Diatoms,valve,Campylodiscus noricus,,DIAT,1,1
211,NISP,NA,valve,10441,NA,Diatoms,valve,Capartogramma crucicula,,DIAT,6,6
2957,NISP,NA,valve,36355,NA,Diatoms,valve,Cavinula cf. scutiformis NLA BSL,,DIAT,1,1
1769,NISP,NA,valve,12534,NA,Diatoms,valve,Cavinula cocconeiformis,,DIAT,179,85
3415,NISP,NA,valve,39129,NA,Diatoms,valve,Cavinula cocconeiformis f. elliptica,,DIAT,3,3
3420,NISP,NA,valve,39167,NA,Diatoms,valve,Cavinula cocconeiformis Morphotype 1,,DIAT,24,24
3421,NISP,NA,valve,39168,NA,Diatoms,valve,Cavinula cocconeiformis Morphotype 2,,DIAT,17,17
1770,NISP,NA,valve,12535,NA,Diatoms,valve,Cavinula jaernefeltii,,DIAT,33,32
1928,NISP,NA,valve,12844,NA,Diatoms,valve,Cavinula lapidosa,,DIAT,20,20
1771,NISP,NA,valve,12536,NA,Diatoms,valve,Cavinula pseudoscutiformis,,DIAT,120,109
2773,NISP,NA,valve,35366,NA,Diatoms,valve,Cavinula pusio,,DIAT,1,1
1772,NISP,NA,valve,12537,NA,Diatoms,valve,Cavinula scutelloides,,DIAT,22,22
1773,NISP,NA,valve,12538,NA,Diatoms,valve,Cavinula scutiformis,,DIAT,7,7
3062,NISP,NA,valve,38755,NA,Diatoms,valve,Cavinula sp. 1 NE Lakes,,DIAT,6,6
3523,NISP,NA,valve,45614,NA,Diatoms,valve,Cavinula sp. 1 NLS PJG cf. variostriata,,DIAT,1,1
2903,NISP,NA,valve,36204,NA,Diatoms,valve,Cavinula sp. 126 NLA DB,,DIAT,1,1
3459,NISP,NA,valve,41164,NA,Diatoms,valve,Cavinula spp.,,DIAT,1,1
2027,NISP,NA,valve,13068,NA,Diatoms,valve,Cavinula variostriata,,DIAT,2,2
3458,NISP,NA,valve,41163,NA,Diatoms,valve,Cavinula vincentii,,DIAT,1,1
2687,NISP,NA,valve,29925,NA,Diatoms,valve,Centric undiff.,,DIAT,3,3
2655,NISP,NA,valve,29877,NA,Diatoms,valve,cf. Simonsenia delognei,,DIAT,3,3
2182,NISP,NA,valve,24403,NA,Diatoms,valve,Chaetoceros,,DIAT,1,1
212,NISP,NA,valve,10443,NA,Diatoms,valve,Chaetoceros elmorei,,DIAT,38,38
213,NISP,NA,valve,10445,NA,Diatoms,valve,Chaetoceros spp.,,DIAT,1,1
1913,NISP,NA,valve,12822,NA,Diatoms,valve,Chamaepinnularia begeri,,DIAT,7,7
1914,NISP,NA,valve,12823,NA,Diatoms,valve,Chamaepinnularia bremensis,,DIAT,16,15
1921,NISP,NA,valve,12833,NA,Diatoms,valve,Chamaepinnularia evanida,,DIAT,12,11
2537,NISP,NA,valve,28023,NA,Diatoms,valve,Chamaepinnularia gandrupii var. ?,,DIAT,1,1
3439,NISP,NA,valve,41039,NA,Diatoms,valve,Chamaepinnularia hassiaca,,DIAT,5,5
1927,NISP,NA,valve,12842,NA,Diatoms,valve,Chamaepinnularia krookii,,DIAT,3,3
1930,NISP,NA,valve,12848,NA,Diatoms,valve,Chamaepinnularia mediocris,,DIAT,246,125
1942,NISP,NA,valve,12863,NA,Diatoms,valve,Chamaepinnularia soehrensis,,DIAT,15,10
1943,NISP,NA,valve,12864,NA,Diatoms,valve,Chamaepinnularia soehrensis var. hassiaca,,DIAT,67,40
1944,NISP,NA,valve,12865,NA,Diatoms,valve,Chamaepinnularia soehrensis var. muscicola,,DIAT,6,4
